split,image_path,class_label
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080439575382.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080440403425.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080440762466.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080440865319.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080441140717.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080441443070.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080441595279.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080442033675.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080442213793.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080443199997.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080443505435.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080443894754.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080444060282.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080444878160.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080445254191.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080445455586.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080445702707.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080446005841.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080446060000.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080446430373.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080446629861.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080446928129.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080447608858.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080448489960.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080448690048.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080449044716.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080449422339.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080449721525.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080449798468.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080450350551.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080451120791.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080451393701.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080451568845.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080451871870.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080452225745.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080452451075.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080452723330.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080452827858.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080453055785.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080453410186.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080453686201.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080454020909.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080454197527.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080454548873.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080454750884.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080457289520.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080457675006.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080458023330.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080458323115.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080458383681.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080458834571.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080458945916.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080459388768.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080459539277.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080459885521.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080500532813.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080500840695.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080501227841.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080501867251.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080502315573.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080502545281.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080502754406.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080503140632.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080503398604.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080503672810.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080503752438.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080504083877.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080504458958.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080504591939.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080504775358.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080505108421.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080506050119.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080506442820.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080506876875.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080507127305.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080507356600.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080508080255.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080508302578.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080515712572.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080515842353.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080516068135.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080516367127.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080516624139.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080516922439.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080517144113.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080517694630.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080517822454.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080518289409.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080518634616.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080519476648.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080519552911.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080519776077.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080520028852.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080520255470.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080520693351.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080521139238.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080521415587.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080533275174.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080533635464.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080533817279.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080533947729.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080542112568.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080542386221.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080542957182.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080543268433.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080543529418.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080544271822.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080544879352.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080545112783.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080545469779.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080545957673.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080546133261.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080546384730.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080546587950.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080547514233.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080547717088.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080547894941.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080548117456.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080548486782.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080548662510.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080549235387.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080549511961.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080600816754.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080600870936.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080601114705.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080601453369.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080601579621.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080601834957.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080602533849.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080602825948.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080602906904.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080603288387.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080603436128.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080603809281.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080604109107.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080604236841.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080604583280.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080604885629.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080605394486.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080605621519.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080605702829.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080606133389.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080606356863.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080607084204.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080607314075.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080607658951.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080607981390.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080608290895.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080608520502.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080608904650.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080609193050.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080609389623.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080609770269.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080610267438.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080610552159.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080611675521.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080611817156.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080612116882.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080613025167.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080613440330.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080613739304.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080614235654.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080614910626.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080615428657.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080615880386.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080616431648.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080616656019.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080616886974.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080617182229.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080617259413.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080617625282.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080618171226.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080618722109.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080619149080.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080619302554.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080619874898.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080620024618.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080620421811.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080620895766.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080621003068.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080621388656.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080621617740.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080622257356.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080622409537.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080622545888.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080622974136.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080623530935.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080623672462.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080624083746.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080624663052.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080625240278.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080625385615.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080625586850.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080626077523.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080626169385.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080635691381.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080636080265.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080636292658.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080636577943.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080637048100.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080637310041.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080637871091.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080638184572.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080638320418.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080638606812.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080639086713.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080639650425.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080640043736.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080640222614.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080640485642.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080640742511.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080641176533.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080641355902.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080642192329.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080642405120.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080643039643.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080643403140.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080643459003.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080643903710.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080645243712.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080645503654.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080645610538.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080646438588.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080651020224.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080651228391.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080651589529.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080651774546.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080652036271.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080652531193.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080653142699.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080653993913.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080654228298.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080654546669.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080654953597.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080655391089.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080655617393.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080656164761.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080656787816.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080657202283.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080657636772.jpg,0
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080657750002.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080658077043.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080658343540.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080658740878.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080658825650.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080659180782.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080659884267.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080700345046.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080700662896.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080701360534.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080701466688.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080702141376.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080702272103.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080702657641.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080702791908.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080703207435.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080703992532.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080704663688.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080704973283.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080705105782.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080705496040.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080705678521.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080706199709.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080706482334.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080706615225.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080707295127.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080707662680.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080708052454.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080708414593.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080708495997.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080709235553.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080709347812.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080709600004.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080710021748.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080710730690.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080711491051.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080711726633.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080711928633.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080712111780.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080712346412.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080712655160.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080712918122.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080713230489.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080713670865.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080714710764.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080715051372.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080715335694.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080715465644.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080715722090.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080716731418.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080717096213.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080717687767.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080717819251.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080718491187.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080718724704.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080719139852.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080719345516.jpg,1
